id,title,context,question,answers
572cbceadfb02c14005c6c17,Law_of_the_United_States,"Criminal law involves the prosecution by the state of wrongful acts which are considered to be so serious that they are a breach of the sovereign's peace (and cannot be deterred or remedied by mere lawsuits between private parties). Generally, crimes can result in incarceration, but torts (see below) cannot. The majority of the crimes committed in the United States are prosecuted and punished at the state level. Federal criminal law focuses on areas specifically relevant to the federal government like evading payment of federal income tax, mail theft, or physical attacks on federal officials, as well as interstate crimes like drug trafficking and wire fraud.","Who focuses on things such as evading payment of federal income tax, mail theft, or physical attacks on federal officials, as well as interstate crimes like drug trafficking and wire fraud?","{'text': array(['Federal criminal law'], dtype=object), 'answer_start': array([416], dtype=int32)}"
572675735951b619008f7339,Queen_Victoria,"Between April 1877 and February 1878, she threatened five times to abdicate while pressuring Disraeli to act against Russia during the Russo-Turkish War, but her threats had no impact on the events or their conclusion with the Congress of Berlin. Disraeli's expansionist foreign policy, which Victoria endorsed, led to conflicts such as the Anglo-Zulu War and the Second Anglo-Afghan War. ""If we are to maintain our position as a first-rate Power"", she wrote, ""we must ... be Prepared for attacks and wars, somewhere or other, CONTINUALLY."" Victoria saw the expansion of the British Empire as civilising and benign, protecting native peoples from more aggressive powers or cruel rulers: ""It is not in our custom to annexe countries"", she said, ""unless we are obliged & forced to do so."" To Victoria's dismay, Disraeli lost the 1880 general election, and Gladstone returned as prime minister. When Disraeli died the following year, she was blinded by ""fast falling tears"", and erected a memorial tablet ""placed by his grateful Sovereign and Friend, Victoria R.I.""",What conflicts can be attributed to Disraeli's stance on foreign policy?,"{'text': array(['Anglo-Zulu War and the Second Anglo-Afghan War'], dtype=object), 'answer_start': array([341], dtype=int32)}"
5726207e271a42140099d4b1,Hellenistic_period,"There has been a trend in writing the history of this period to depict Hellenistic art as a decadent style, following of the Golden Age of Classical Athens. Pliny the Elder, after having described the sculpture of the classical period says: Cessavit deinde ars (""then art disappeared""). The 18th century terms Baroque and Rococo have sometimes been applied, to the art of this complex and individual period. The renewal of the historiographical approach as well as some recent discoveries, such as the tombs of Vergina, allow a better appreciation of this period's artistic richness.","Who said ""then art dissapeared""?","{'text': array(['Pliny the Elder'], dtype=object), 'answer_start': array([157], dtype=int32)}"
5729234a1d046914007790a6,Race_(human_categorization),"Anthropologists such as C. Loring Brace, the philosophers Jonathan Kaplan and Rasmus Winther, and the geneticist Joseph Graves,[page needed] have argued that while there it is certainly possible to find biological and genetic variation that corresponds roughly to the groupings normally defined as ""continental races"", this is true for almost all geographically distinct populations. The cluster structure of the genetic data is therefore dependent on the initial hypotheses of the researcher and the populations sampled. When one samples continental groups, the clusters become continental; if one had chosen other sampling patterns, the clustering would be different. Weiss and Fullerton have noted that if one sampled only Icelanders, Mayans and Maoris, three distinct clusters would form and all other populations could be described as being clinally composed of admixtures of Maori, Icelandic and Mayan genetic materials. Kaplan and Winther therefore argue that, seen in this way, both Lewontin and Edwards are right in their arguments. They conclude that while racial groups are characterized by different allele frequencies, this does not mean that racial classification is a natural taxonomy of the human species, because multiple other genetic patterns can be found in human populations that crosscut racial distinctions. Moreover, the genomic data underdetermines whether one wishes to see subdivisions (i.e., splitters) or a continuum (i.e., lumpers). Under Kaplan and Winther's view, racial groupings are objective social constructions (see Mills 1998 ) that have conventional biological reality only insofar as the categories are chosen and constructed for pragmatic scientific reasons. In earlier work, Winther had identified ""diversity partitioning"" and ""clustering analysis"" as two separate methodologies, with distinct questions, assumptions, and protocols. Each is also associated with opposing ontological consequences vis-a-vis the metaphysics of race.","If one samples a continental group, what do the clusters become?","{'text': array(['continental'], dtype=object), 'answer_start': array([579], dtype=int32)}"
5728dbc5ff5b5019007da843,Race_(human_categorization),"From the 17th through 19th centuries, the merging of folk beliefs about group differences with scientific explanations of those differences produced what one scholar has called an ""ideology of race"". According to this ideology, races are primordial, natural, enduring and distinct. It was further argued that some groups may be the result of mixture between formerly distinct populations, but that careful study could distinguish the ancestral races that had combined to produce admixed groups. Subsequent influential classifications by Georges Buffon, Petrus Camper and Christoph Meiners all classified ""Negros"" as inferior to Europeans. In the United States the racial theories of Thomas Jefferson were influential. He saw Africans as inferior to Whites especially in regards to their intellect, and imbued with unnatural sexual appetites, but described Native Americans as equals to whites.","What were races considered to be, according to the ideology of race?","{'text': array(['primordial, natural, enduring and distinct'], dtype=object), 'answer_start': array([238], dtype=int32)}"
5728cbb5ff5b5019007da6c8,Estonia,"Modern Estonia is a fairly ethnically heterogeneous country, but this heterogeneity is not a feature of much of the country as the non-Estonian population is concentrated in two of Estonia's counties. Thirteen of Estonia's 15 counties are over 80% ethnic Estonian, the most homogeneous being Hiiumaa, where Estonians account for 98.4% of the population. In the counties of Harju (including the capital city, Tallinn) and Ida-Viru, however, ethnic Estonians make up 60% and 20% of the population, respectively. Russians make up 25.6% of the total population but account for 36% of the population in Harju county and 70% of the population in Ida-Viru county.",Which county in Estonia is the most uniform?,"{'text': array(['Hiiumaa'], dtype=object), 'answer_start': array([292], dtype=int32)}"
5728c9483acd2414000dfe71,History_of_India,"One of the most important events of the 19th century was the rise of Indian nationalism, leading Indians to seek first ""self-rule"" and later ""complete independence"". However, historians are divided over the causes of its rise. Probable reasons include a ""clash of interests of the Indian people with British interests"", ""racial discriminations"", ""the revelation of India's past"", ""inter-linking of the new social groups in different regions"", and Indians coming in close contact with ""European education"".",What did Indians finally begin to demand?,"{'text': array(['complete independence'], dtype=object), 'answer_start': array([142], dtype=int32)}"
56df93a338dc421700152078,Alexander_Graham_Bell,"The patent examiner, Zenas Fisk Wilber, later stated in an affidavit that he was an alcoholic who was much in debt to Bell's lawyer, Marcellus Bailey, with whom he had served in the Civil War. He claimed he showed Gray's patent caveat to Bailey. Wilber also claimed (after Bell arrived in Washington D.C. from Boston) that he showed Gray's caveat to Bell and that Bell paid him $100. Bell claimed they discussed the patent only in general terms, although in a letter to Gray, Bell admitted that he learned some of the technical details. Bell denied in an affidavit that he ever gave Wilber any money.",Who declared himself an alcoholic?,"{'text': array(['Zenas Fisk Wilber'], dtype=object), 'answer_start': array([21], dtype=int32)}"
572a9989111d821400f38c33,John_Kerry,"In his sophomore year, Kerry became the Chairman of the Liberal Party of the Yale Political Union, and a year later he served as President of the Union. Amongst his influential teachers in this period was Professor H. Bradford Westerfield, who was himself a former President of the Political Union. His involvement with the Political Union gave him an opportunity to be involved with important issues of the day, such as the civil rights movement and the New Frontier program. He also became a member of the secretive Skull and Bones Society, and traveled to Switzerland through AIESEC Yale.",What secret society did Kerry join?,"{'text': array(['Skull and Bones Society'], dtype=object), 'answer_start': array([518], dtype=int32)}"
570fc84780d9841400ab3674,Elizabeth_II,"The Queen addressed the United Nations for a second time in 2010, again in her capacity as Queen of all Commonwealth realms and Head of the Commonwealth. The UN Secretary General, Ban Ki-moon, introduced her as ""an anchor for our age"". During her visit to New York, which followed a tour of Canada, she officially opened a memorial garden for the British victims of the September 11 attacks. The Queen's visit to Australia in October 2011 – her sixteenth visit since 1954 – was called her ""farewell tour"" in the press because of her age.",Who was UN Secretary General when Elizabeth addressed the UN?,"{'text': array(['Ban Ki-moon'], dtype=object), 'answer_start': array([180], dtype=int32)}"
5726e320f1498d1400e8eec0,Samoa,"Rugby league is mostly played by Samoans living in New Zealand and Australia,[citation needed] with Samoa reaching the quarter finals of the 2013 Rugby League World Cup made of players playing in the NRL, Super League and domestic players. Many Samoans and New Zealanders or Australians of Samoan descent play in the Super League and National Leagues in Britain. Francis Meli, Ta'ane Lavulavu of Workington Town, Maurie Fa'asavalu of St Helens and David Fatialofa of Whitehaven and Setima Sa who signed with London Irish rugby club. Other noteworthy players from NZ and Australia have represented the Samoan National team. The 2011 domestic Samoan rugby league competition contained 10 teams with plans to expand to 12 in 2012.",What rugby club did Maurie Fa'asavalu play for?,"{'text': array(['St Helens'], dtype=object), 'answer_start': array([434], dtype=int32)}"
5726acc95951b619008f79c1,"Raleigh,_North_Carolina","Raleigh is home to numerous cultural, educational, and historic sites. The Duke Energy Center for the Performing Arts in Downtown Raleigh features three theater venues and serves as the home for the North Carolina Symphony and the Carolina Ballet. Walnut Creek Amphitheatre is a large music amphitheater located in Southeast Raleigh. Museums in Raleigh include the North Carolina Museum of Art in West Raleigh, as well as the North Carolina Museum of History and North Carolina Museum of Natural Sciences located next to each other near the State Capitol in Downtown Raleigh. Several major universities and colleges call Raleigh home, including North Carolina State University, the largest public university in the state, and Shaw University, the first historically black university in the American South and site of the foundation of the Student Nonviolent Coordinating Committee, an important civil rights organization of the 1960s. One U.S. president, Andrew Johnson, was born in Raleigh.",What is the name of the amphitheater in Raleigh?,"{'text': array(['Walnut Creek Amphitheatre'], dtype=object), 'answer_start': array([248], dtype=int32)}"
573193a7a5e9cc1400cdc0fc,Muammar_Gaddafi,"International reactions to Gaddafi's death were divided. U.S. President Barack Obama stated that it meant that ""the shadow of tyranny over Libya has been lifted,"" while UK Prime Minister David Cameron stated that he was ""proud"" of his country's role in overthrowing ""this brutal dictator"". Contrastingly, former Cuban President Fidel Castro commented that in defying the rebels, Gaddafi would ""enter history as one of the great figures of the Arab nations"", while Venezuelan President Hugo Chávez described him as ""a great fighter, a revolutionary and a martyr."" Nelson Mandela expressed sadness at the news, praising Gaddafi for his anti-apartheid stance, remarking that he backed the African National Congress during ""the darkest moments of our struggle"". Gaddafi was mourned by many as a hero across Sub-Saharan Africa, for instance, a vigil was held by Muslims in Sierra Leone. The Daily Times of Nigeria stated that while undeniably a dictator, Gaddafi was the most benevolent in a region that only knew dictatorship, and that he was ""a great man that looked out for his people and made them the envy of all of Africa."" The Nigerian newspaper Leadership reported that while many Libyans and Africans would mourn Gaddafi, this would be ignored by western media and that as such it would take 50 years before historians decided whether he was ""martyr or villain.""",Who noted Gaddafi's opposition to apartheid?,"{'text': array(['Nelson Mandela'], dtype=object), 'answer_start': array([563], dtype=int32)}"
56e6df336fe0821900b8ec14,Adult_contemporary_music,"This format often includes dance-pop (such as upbeat songs by Madonna, Cher, Gloria Estefan and Kylie Minogue), power pops (mainly by boybands such as Backstreet Boys and Westlife), and adult-oriented soft rock music that are ballad-driven (typically by Aerosmith[citation needed], The Eagles, Sting, Toto and The Moody Blues). Generally, Hot AC radio stations target their music output towards the 18-54 age group and a demographic audience of both men and women.",What is the target age range of Hot AC stations?,"{'text': array(['18-54'], dtype=object), 'answer_start': array([399], dtype=int32)}"
573450ed879d6814001ca4fe,Hunting,"Gun usage in hunting is typically regulated by game category, area within the state, and time period. Regulations for big-game hunting often specify a minimum caliber or muzzle energy for firearms. The use of rifles is often banned for safety reasons in areas with high population densities or limited topographic relief. Regulations may also limit or ban the use of lead in ammunition because of environmental concerns. Specific seasons for bow hunting or muzzle-loading black-powder guns are often established to limit competition with hunters using more effective weapons.",What often specify a minimum caliber or muzzle energy for firearms?,"{'text': array(['Regulations for big-game hunting'], dtype=object), 'answer_start': array([102], dtype=int32)}"
5727d5153acd2414000deda2,Tibet,"The 5th Dalai Lama is known for unifying the Tibetan heartland under the control of the Gelug school of Tibetan Buddhism, after defeating the rival Kagyu and Jonang sects and the secular ruler, the Tsangpa prince, in a prolonged civil war. His efforts were successful in part because of aid from Güshi Khan, the Oirat leader of the Khoshut Khanate. With Güshi Khan as a largely uninvolved overlord, the 5th Dalai Lama and his intimates established a civil administration which is referred to by historians as the Lhasa state. This Tibetan regime or government is also referred to as the Ganden Phodrang.",Who helped the 5th Dalai Lama?,"{'text': array(['Güshi Khan'], dtype=object), 'answer_start': array([296], dtype=int32)}"
570680fe75f01819005e7bbc,"Atlantic_City,_New_Jersey","Annual precipitation is 40 inches (1,020 mm) which is fairly spread throughout the year. Owing to its proximity to the Atlantic Ocean and its location in South Jersey, Atlantic City receives less snow than a good portion of the rest of New Jersey. Even at the airport, where low temperatures are often much lower than along the coast, snow averages only 16.5 inches (41.9 cm) each winter. It is very common for rain to fall in Atlantic City while the northern and western parts of the state are receiving snow.",Atlantic City is different from the northern and western parts of the state in the winter due to its tendency to receive which type of precipitation?,"{'text': array(['rain'], dtype=object), 'answer_start': array([411], dtype=int32)}"
5728dffeff5b5019007da8a6,Detroit,"Metro Detroit has an extensive toll-free network of freeways administered by the Michigan Department of Transportation. Four major Interstate Highways surround the city. Detroit is connected via Interstate 75 (I-75) and I-96 to Kings Highway 401 and to major Southern Ontario cities such as London, Ontario and the Greater Toronto Area. I-75 (Chrysler and Fisher freeways) is the region's main north–south route, serving Flint, Pontiac, Troy, and Detroit, before continuing south (as the Detroit–Toledo and Seaway Freeways) to serve many of the communities along the shore of Lake Erie.",How many major interstates are serve Detroit?,"{'text': array(['Four'], dtype=object), 'answer_start': array([120], dtype=int32)}"
573087f5396df91900096185,Airport,"Airports may also contain premium and VIP services. The premium and VIP services may include express check-in and dedicated check-in counters. These services are usually reserved for First and Business class passengers, premium frequent flyers, and members of the airline's clubs. Premium services may sometimes be open to passengers who are members of a different airline's frequent flyer program. This can sometimes be part of a reciprocal deal, as when multiple airlines are part of the same alliance, or as a ploy to attract premium customers away from rival airlines.",These services are usually reserved for what class of passengers?,"{'text': array(['First and Business class'], dtype=object), 'answer_start': array([183], dtype=int32)}"
570da1ea16d0071400510c22,Anti-aircraft_warfare,"Most modern air defence systems are fairly mobile. Even the larger systems tend to be mounted on trailers and are designed to be fairly quickly broken down or set up. In the past, this was not always the case. Early missile systems were cumbersome and required much infrastructure; many could not be moved at all. With the diversification of air defence there has been much more emphasis on mobility. Most modern systems are usually either self-propelled (i.e. guns or missiles are mounted on a truck or tracked chassis) or easily towed. Even systems that consist of many components (transporter/erector/launchers, radars, command posts etc.) benefit from being mounted on a fleet of vehicles. In general, a fixed system can be identified, attacked and destroyed whereas a mobile system can show up in places where it is not expected. Soviet systems especially concentrate on mobility, after the lessons learnt in the Vietnam war between the USA and Vietnam. For more information on this part of the conflict, see SA-2 Guideline.",What are larger weapon systems usually mounted on?,"{'text': array(['trailers'], dtype=object), 'answer_start': array([97], dtype=int32)}"
5728cd4f3acd2414000dfeda,"United_States_presidential_election,_2004","Bush's margin of victory in the popular vote was the smallest ever for a reelected incumbent president, but marked the first time since his father's victory 16 years prior that a candidate won a majority of the popular vote. The electoral map closely resembled that of 2000, with only three states changing sides: New Mexico and Iowa voted Republican in 2004 after having voted Democratic in 2000, while New Hampshire voted Democratic in 2004 after previously voting Republican. In the Electoral College, Bush received 286 votes to Kerry's 252.",How many States renounced their preferred political party?,"{'text': array(['three'], dtype=object), 'answer_start': array([285], dtype=int32)}"
5726331638643c19005ad2e3,Mammal,"Recent molecular phylogenetic studies suggest that most placental orders diverged about 100 to 85 million years ago and that modern families appeared in the period from the late Eocene through the Miocene. But paleontologists object that no placental fossils have been found from before the end of the Cretaceous. The earliest undisputed fossils of placentals come from the early Paleocene, after the extinction of the dinosaurs. In particular, scientists have recently identified an early Paleocene animal named Protungulatum donnae as one of the first placental mammals. The earliest known ancestor of primates is Archicebus achilles from around 55 million years ago. This tiny primate weighed 20–30 grams (0.7–1.1 ounce) and could fit within a human palm.",How much did the first primate weigh?,"{'text': array(['20–30 grams (0.7–1.1 ounce)'], dtype=object), 'answer_start': array([696], dtype=int32)}"
5726a4e05951b619008f78cd,Alloy,"The term alloy is used to describe a mixture of atoms in which the primary constituent is a metal. The primary metal is called the base, the matrix, or the solvent. The secondary constituents are often called solutes. If there is a mixture of only two types of atoms, not counting impurities, such as a copper-nickel alloy, then it is called a binary alloy. If there are three types of atoms forming the mixture, such as iron, nickel and chromium, then it is called a ternary alloy. An alloy with four constituents is a quaternary alloy, while a five-part alloy is termed a quinary alloy. Because the percentage of each constituent can be varied, with any mixture the entire range of possible variations is called a system. In this respect, all of the various forms of an alloy containing only two constituents, like iron and carbon, is called a binary system, while all of the alloy combinations possible with a ternary alloy, such as alloys of iron, carbon and chromium, is called a ternary system.",The matrix and the solvent are other names for what?,"{'text': array(['The primary metal'], dtype=object), 'answer_start': array([99], dtype=int32)}"
5735ad64e853931400426abe,Kathmandu,"Tourism is considered another important industry in Nepal. This industry started around 1950, as the country's political makeup changed and ended the country's isolation from the rest of the world. In 1956, air transportation was established and the Tribhuvan Highway, between Kathmandu and Raxaul (at India's border), was started. Separate organizations were created in Kathmandu to promote this activity; some of these include the Tourism Development Board, the Department of Tourism and the Civil Aviation Department. Furthermore, Nepal became a member of several international tourist associations. Establishing diplomatic relations with other nations further accentuated this activity. The hotel industry, travel agencies, training of tourist guides, and targeted publicity campaigns are the chief reasons for the remarkable growth of this industry in Nepal, and in Kathmandu in particular.",When did construction on the Tribhuvan Highway begin?,"{'text': array(['1956'], dtype=object), 'answer_start': array([201], dtype=int32)}"
570b4563ec8fbc190045b942,Military_history_of_the_United_States,"The Korean War was a conflict between the United States and its United Nations allies and the communist powers under influence of the Soviet Union (also a UN member nation) and the People's Republic of China (which later also gained UN membership). The principal combatants were North and South Korea. Principal allies of South Korea included the United States, Canada, Australia, the United Kingdom, although many other nations sent troops under the aegis of the United Nations. Allies of North Korea included the People's Republic of China, which supplied military forces, and the Soviet Union, which supplied combat advisors and aircraft pilots, as well as arms, for the Chinese and North Korean troops.",What country supplied troops to North Korea during the Korean War?,"{'text': array([""the People's Republic of China""], dtype=object), 'answer_start': array([511], dtype=int32)}"
5727ea142ca10214002d9994,History_of_science,"In mathematics, the Persian mathematician Muhammad ibn Musa al-Khwarizmi gave his name to the concept of the algorithm, while the term algebra is derived from al-jabr, the beginning of the title of one of his publications. What is now known as Arabic numerals originally came from India, but Muslim mathematicians did make several refinements to the number system, such as the introduction of decimal point notation. Sabian mathematician Al-Battani (850-929) contributed to astronomy and mathematics, while Persian scholar Al-Razi contributed to chemistry and medicine.",What was Muhammad ibn Musa al-Khwarizmi's profession?,"{'text': array(['mathematician'], dtype=object), 'answer_start': array([28], dtype=int32)}"
570b91106b8089140040f98a,Infrared,"In infrared photography, infrared filters are used to capture the near-infrared spectrum. Digital cameras often use infrared blockers. Cheaper digital cameras and camera phones have less effective filters and can ""see"" intense near-infrared, appearing as a bright purple-white color. This is especially pronounced when taking pictures of subjects near IR-bright areas (such as near a lamp), where the resulting infrared interference can wash out the image. There is also a technique called 'T-ray' imaging, which is imaging using far-infrared or terahertz radiation. Lack of bright sources can make terahertz photography more challenging than most other infrared imaging techniques. Recently T-ray imaging has been of considerable interest due to a number of new developments such as terahertz time-domain spectroscopy.",What is used in infrared photography to capture the near-infrared spectrum?,"{'text': array(['infrared filters'], dtype=object), 'answer_start': array([25], dtype=int32)}"
56ce7a03aab44d1400b887e4,Solar_energy,"Phase change materials such as paraffin wax and Glauber's salt are another thermal storage media. These materials are inexpensive, readily available, and can deliver domestically useful temperatures (approximately 64 °C or 147 °F). The ""Dover House"" (in Dover, Massachusetts) was the first to use a Glauber's salt heating system, in 1948. Solar energy can also be stored at high temperatures using molten salts. Salts are an effective storage medium because they are low-cost, have a high specific heat capacity and can deliver heat at temperatures compatible with conventional power systems. The Solar Two used this method of energy storage, allowing it to store 1.44 terajoules (400,000 kWh) in its 68 cubic metres storage tank with an annual storage efficiency of about 99%.",The first Glauber's salt heating system was first used where?,"{'text': array(['The ""Dover House""'], dtype=object), 'answer_start': array([232], dtype=int32)}"
57342802d058e614000b6a42,Montana,"In the early 1900s, James J. Hill of the Great Northern began promoting settlement in the Montana prairie to fill his trains with settlers and goods. Other railroads followed suit. In 1902, the Reclamation Act was passed, allowing irrigation projects to be built in Montana's eastern river valleys. In 1909, Congress passed the Enlarged Homestead Act that expanded the amount of free land from 160 to 320 acres (0.6 to 1.3 km2) per family and in 1912 reduced the time to ""prove up"" on a claim to three years. In 1916, the Stock-Raising Homestead Act allowed homesteads of 640 acres in areas unsuitable for irrigation.  This combination of advertising and changes in the Homestead Act drew tens of thousands of homesteaders, lured by free land, with World War I bringing particularly high wheat prices. In addition, Montana was going through a temporary period of higher-than-average precipitation. Homesteaders arriving in this period were known as ""Honyockers"", or ""scissorbills."" Though the word ""honyocker"", possibly derived from the ethnic slur ""hunyak,"" was applied in a derisive manner at homesteaders as being ""greenhorns"", ""new at his business"" or ""unprepared"", the reality was that a majority of these new settlers had previous farming experience, though there were also many who did not.",What year was the Enlarged Homestead Act passed?,"{'text': array(['1909'], dtype=object), 'answer_start': array([302], dtype=int32)}"
56d624261c85041400946f30,2008_Sichuan_earthquake,"As a result of the magnitude 7.9 earthquake and the many strong aftershocks, many rivers became blocked by large landslides, which resulted in the formation of ""quake lakes"" behind the blockages; these massive amounts of water were pooling up at a very high rate behind the natural landslide dams and it was feared that the blockages would eventually crumble under the weight of the ever-increasing water mass, potentially endangering the lives of millions of people living downstream. As of May 27, 2008, 34 lakes had formed due to earthquake debris blocking and damming rivers, and it was estimated that 28 of them were still of potential danger to the local people. Entire villages had to be evacuated because of the resultant flooding.",What had to be evacuated due to potential flooding?,"{'text': array(['Entire villages'], dtype=object), 'answer_start': array([669], dtype=int32)}"
57310f4ae6313a140071cbca,Great_power,"The victorious great powers also gained an acknowledgement of their status through permanent seats at the League of Nations Council, where they acted as a type of executive body directing the Assembly of the League. However, the Council began with only four permanent members—the United Kingdom, France, Italy, and Japan—because the United States, meant to be the fifth permanent member, left because the US Senate voted on 19 March 1920 against the ratification of the Treaty of Versailles, thus preventing American participation in the League.",Who were the four permanent members of the League of Nations Council?,"{'text': array(['United Kingdom, France, Italy, and Japan'], dtype=object), 'answer_start': array([280], dtype=int32)}"
56d118a217492d1400aab91d,Kanye_West,"In September 2005, West announced that he would release his Pastelle Clothing line in spring 2006, claiming ""Now that I have a Grammy under my belt and Late Registration is finished, I am ready to launch my clothing line next spring."" The line was developed over the following four years – with multiple pieces teased by West himself – before the line was ultimately cancelled in 2009. In 2009, West collaborated with Nike to release his own shoe, the Air Yeezys, with a second version released in 2012. In January 2009, West introduced his first shoe line designed for Louis Vuitton during Paris Fashion Week. The line was released in summer 2009. West has additionally designed shoewear for Bape and Italian shoemaker Giuseppe Zanotti.",What company worked with Kanye in 2009 to create his own shoe line?,"{'text': array(['Nike'], dtype=object), 'answer_start': array([418], dtype=int32)}"
5727a38d3acd2414000de895,Switzerland,"Education in Switzerland is very diverse because the constitution of Switzerland delegates the authority for the school system to the cantons. There are both public and private schools, including many private international schools. The minimum age for primary school is about six years in all cantons, but most cantons provide a free ""children's school"" starting at four or five years old. Primary school continues until grade four, five or six, depending on the school. Traditionally, the first foreign language in school was always one of the other national languages, although recently (2000) English was introduced first in a few cantons.",Who has authority of school systems in Switzerland?,"{'text': array(['the cantons'], dtype=object), 'answer_start': array([130], dtype=int32)}"
572847174b864d19001648a1,War_on_Terror,"The first ground attack came at the Battle of Umm Qasr on 21 March 2003 when a combined force of British, American and Polish forces seized control of the port city of Umm Qasr. Baghdad, Iraq's capital city, fell to American forces in April 2003 and Saddam Hussein's government quickly dissolved. On 1 May 2003, Bush announced that major combat operations in Iraq had ended. However, an insurgency arose against the U.S.-led coalition and the newly developing Iraqi military and post-Saddam government. The insurgency, which included al-Qaeda affiliated groups, led to far more coalition casualties than the invasion. Other elements of the insurgency were led by fugitive members of President Hussein's Ba'ath regime, which included Iraqi nationalists and pan-Arabists. Many insurgency leaders are Islamists and claim to be fighting a religious war to reestablish the Islamic Caliphate of centuries past. Iraq's former president, Saddam Hussein was captured by U.S. forces in December 2003. He was executed in 2006.",When did Bush say 'major combat operations' were complete in Iraq?,"{'text': array(['1 May 2003'], dtype=object), 'answer_start': array([300], dtype=int32)}"
57269c97708984140094cbbe,Norfolk_Island,"Sir John Call argued the advantages of Norfolk Island in that it was uninhabited and that New Zealand flax grew there. In 1786 the British government included Norfolk Island as an auxiliary settlement, as proposed by John Call, in its plan for colonisation of New South Wales. The decision to settle Norfolk Island was taken due to Empress Catherine II of Russia's decision to restrict sales of hemp. Practically all the hemp and flax required by the Royal Navy for cordage and sailcloth was imported from Russia.",What woman influenced the decision by the British to settle Norfolk Island?,"{'text': array(['Empress Catherine II of Russia'], dtype=object), 'answer_start': array([332], dtype=int32)}"
572732bbdd62a815002e9972,Cotton,"India's cotton-processing sector gradually declined during British expansion in India and the establishment of colonial rule during the late 18th and early 19th centuries. This was largely due to aggressive colonialist mercantile policies of the British East India Company, which made cotton processing and manufacturing workshops in India uncompetitive. Indian markets were increasingly forced to supply only raw cotton and, by British-imposed law, to purchase manufactured textiles from Britain.[citation needed]",What British business's policies damaged the Indian cotton industry?,"{'text': array(['British East India Company'], dtype=object), 'answer_start': array([246], dtype=int32)}"
570fb86780d9841400ab3657,Elizabeth_II,"During the 1981 Trooping the Colour ceremony and only six weeks before the wedding of Charles, Prince of Wales, and Lady Diana Spencer, six shots were fired at the Queen from close range as she rode down The Mall on her horse, Burmese. Police later discovered that the shots were blanks. The 17-year-old assailant, Marcus Sarjeant, was sentenced to five years in prison and released after three. The Queen's composure and skill in controlling her mount were widely praised. From April to September 1982, the Queen remained anxious but proud of her son, Prince Andrew, who was serving with British forces during the Falklands War. On 9 July, the Queen awoke in her bedroom at Buckingham Palace to find an intruder, Michael Fagan, in the room with her. Remaining calm and through two calls to the Palace police switchboard, she spoke to Fagan while he sat at the foot of her bed until assistance arrived seven minutes later. Though she hosted US President Ronald Reagan at Windsor Castle in 1982 and visited his Californian ranch in 1983, she was angered when his administration ordered the invasion of Grenada, one of her Caribbean realms, without informing her.",During what ceremony were shots fired at the Queen?,"{'text': array(['Trooping the Colour'], dtype=object), 'answer_start': array([16], dtype=int32)}"
56d139fee7d4791d00902044,Kanye_West,"The Pitchfork online music publication ranked My Beautiful Dark Twisted Fantasy as the world's best album of the decade ""so far""—between 2010 and 2014—on August 19, 2014, while Yeezus was ranked in the eighth position of a list of 100 albums. During the same week, the song ""Runaway"" (featuring Pusha T) was ranked in the third position in the publication's list of the 200 ""best tracks"" released since 2010.",What album was ranked 8 on a list of 100 albums?,"{'text': array(['Yeezus'], dtype=object), 'answer_start': array([177], dtype=int32)}"
56f8c4059b226e1400dd0f5a,Southampton,"The city hockey club, Southampton Hockey Club, founded in 1938, is now one of the largest and highly regarded clubs in Hampshire, fielding 7 senior men's and 5 senior ladies teams on a weekly basis along with boys’ and girls’ teams from 6 upwards.","Weekly, how many senior ladies teams does Southampton Hockey Club field?","{'text': array(['5'], dtype=object), 'answer_start': array([158], dtype=int32)}"
572f2607947a6a140053c7de,Railway_electrification_system,"Motors have very little room for electrical insulation so they generally have low voltage ratings. Because transformers (prior to the development of power electronics) cannot step down DC voltages, trains were supplied with a relatively low DC voltage that the motors can use directly. The most common DC voltages are listed in the previous section. Third (and fourth) rail systems almost always use voltages below 1 kV for safety reasons while overhead wires usually use higher voltages for efficiency. (""Low"" voltage is relative; even 600 V can be instantly lethal when touched.)",Why 1kV voltage is almost always used by rail systems?,"{'text': array(['safety reasons'], dtype=object), 'answer_start': array([424], dtype=int32)}"
56d119ff17492d1400aab94f,Kanye_West,"On December 3, 2013, Adidas officially confirmed a new shoe collaboration deal with West. After months of anticipation and rumors, West confirmed the release of the Adidas Yeezy Boosts with a Twitter announcement directing fans to the domain yeezy.supply. In 2015, West unveiled his Yeezy Season clothing line, premiering Season 1 in collaboration with Adidas early in the year. The release of the Yeezy Boosts and the full Adidas collaboration was showcased in New York City on February 12, 2015, with free streaming to 50 cinemas in 13 countries around the world. An initial release of the Adidas Yeezy Boosts was limited to 9000 pairs to be available only in New York City via the Adidas smartphone app; the Adidas Yeezy Boosts were sold out within 10 minutes. The shoes released worldwide on February 28, 2015, were limited to select boutique stores and the Adidas UK stores. He followed with Season 2 later that year at New York Fashion Week. On February 11, West premiered his Yeezy Season 3 clothing line at Madison Square Garden in conjunction with the previewing of his album The Life of Pablo.",What album release coincided with Kanye's Yeezy Season 3 clothing line?,"{'text': array(['The Life of Pablo'], dtype=object), 'answer_start': array([1085], dtype=int32)}"
